-14940.915713	21971.826954	-32611.948783
-16004.825279	21864.270302	-32200.442667
-17073.309760	21896.328925	-31649.497751
-18128.120198	22067.529605	-30961.680977
-19151.240203	22375.015787	-30140.146312
-20125.195385	22813.600405	-29188.617856
-21033.352692	23375.858663	-28111.370617
-21860.204534	24052.259012	-26913.209071
-22591.632866	24831.329922	-25599.443669
-23215.148799	25699.859418	-24175.865423
-23720.103732	26643.123857	-22648.718726
-24097.868518	27645.141892	-21024.672559
-24341.977744	28688.949217	-19310.790246
-24448.236802	29756.889320	-17514.497891
-24414.790095	30830.915259	-15643.551664
-24242.149348	31892.897296	-13706.004094
-23933.181715	32924.931181	-11710.169487
-23493.058004	33909.641874	-9664.588647
-22929.162048	34830.477590	-7577.993023
-22250.962852	35671.989285	-5459.268416
-21469.851799	36420.090905	-3317.418393
-20598.947728	37062.296102	-1161.527529
-19652.873243	37587.927523	999.275404
-18647.506067	37988.295233	3155.854176
-17599.709657	38256.841358	5299.101634
-16527.047601	38389.248628	7419.975965
-15447.486615	38383.511053	9509.536524
-14379.093085	38239.965628	11558.979164
-13339.728233	37961.284602	13559.670954
-12346.746966	37552.428472	15503.184177
-11416.705436	37020.560537	17381.329526
-10565.082149	36374.924440	19186.188406
-9806.017265	35626.686781	20910.144234
-9152.074436	34788.747395	22545.912658
-8614.029120	33875.520469	24086.570625
-8200.686932	32902.690133	25525.584167
-7918.735055	31886.944573	26856.834862
-7772.629231	30845.693084	28074.644860
-7764.518250	29796.770765	29173.800397
-7894.207246	28758.135779	30149.573708
-8159.160486	27747.564205	30997.743265
-8554.543674	26782.347611	31714.612243
-9073.305143	25878.998411	32297.025141
-9706.294667	25052.967957	32742.382479
-10442.417996	24318.382163	33048.653487
-11268.824604	23687.799138	33214.386704
-12171.125591	23171.992995	33238.718431
-13133.638158	22779.767565	33121.378944
-14139.652594	22517.803274	32862.696424
-15171.717347	22390.539887	32463.598517
-16211.937388	22400.097266	31925.611494
-17242.280849	22546.235612	31250.856950
-18244.888734	22826.356040	30442.045989
-19202.382422	23235.541640	29502.470897
-20098.163687	23766.638483	28435.994245
-20916.702056	24410.375353	27247.035433
-21643.804496	25155.520319	25940.554675
-22266.862715	25989.071574	24522.034433
-22775.073716	26896.479437	22997.458331
-23159.629643	27861.895762	21373.287601
-23413.873520	28868.446561	19656.435115
-23533.418027	29898.523206	17854.237071
-23516.225080	30934.087181	15974.422439
-23362.644678	31956.983140	14025.080286
-23075.412178	32949.254820	12014.625069
-22659.603886	33893.458262	9951.760079
-22122.551597	34772.966844	7845.439192
-21473.717440	35572.262731	5704.827069
-20724.531111	36277.209532	3539.258036
-19888.192258	36875.301323	1358.193846
-18979.441389	37355.883538	-828.819504
-18014.303306	37710.341755	-3012.195608
-17009.807529	37932.254940	-5182.351943
-15983.690622	38017.510355	-7329.754369
-14954.085683	37964.378015	-9444.961564
-13939.204498	37773.543290	-11518.669165
-12957.017989	37448.097025	-13541.753351
-12024.940657	36993.483288	-15505.313613
-11159.524641	36417.405653	-17400.714463
-10376.168836	35729.693644	-19219.625852
-9688.848265	34942.131718	-20954.062047
-9109.868520	34068.253825	-22596.418751
-8649.649638	33123.107193	-24139.508267
-8316.543232	32122.989579	-25576.592494
-8116.686119	31085.164665	-26901.413582
-8053.892982	30027.560656	-28108.222100
-8129.589940	28968.457489	-29191.802551
-8342.790116	27926.168183	-30147.496129
-8690.111577	26918.719976	-30971.220614
-9165.837224	25963.540920	-31659.487322
-9762.015476	25077.157410	-32209.415049
-10468.599883	24274.907969	-32618.740979
-11273.625084	23570.678284	-32885.828534
-12163.415911	22976.662060	-33009.672159
-13122.825888	22503.151816	-32989.899090
-14135.500823	22158.363178	-32826.768109
