17310.527346	20922.953235	6404.288930
16625.450636	20507.686966	9030.021023
15702.883780	19981.461947	11521.674301
14540.457955	19381.261277	13842.281529
13143.234731	18744.671802	15957.428941
11523.638754	18108.513203	17835.765506
9701.135003	17507.501321	19449.465754
7701.661891	16972.992687	20774.639453
5556.840019	16531.854295	21791.682309
3302.984141	16205.498137	22485.562765
979.952710	16009.114161	22846.040990
-1370.125014	15951.128321	22867.817079
-3704.200169	16032.904470	22550.606561
-5979.687047	16248.700327	21899.142298
-8155.829524	16585.878888	20923.102895
-10195.003976	17025.367768	19636.968739
-12063.913692	17542.350313	18059.807776
-13734.633520	18107.164293	16214.994105
-15185.468720	18686.376717	14129.863420
-16401.598399	19243.997196	11835.310174
-17375.481349	19742.787385	9365.332242
-18107.010373	20145.620646	6756.529624
-18603.409907	20416.844275	4047.564365
-18878.880669	20523.596454	1278.589596
-18954.003946	20437.031620	-1509.343996
-18854.926483	20133.411074	-4274.895559
-18612.354672	19595.020310	-6977.046321
-18260.393435	18810.880570	-9575.707617
-17835.270659	17777.229299	-12032.315671
-17373.992090	16497.752253	-14310.404212
-16912.974061	14983.558695	-16376.146404
-16486.702209	13252.900120	-18198.857988
-16126.463477	11330.641927	-19751.454099
-15859.196096	9247.506129	-21010.852940
-15706.498135	7039.111189	-21958.320293
-15683.829649	4744.842227	-22579.749677
-15799.936645	2406.590757	-22865.873962
-16056.517323	67.407712	-22812.405225
-16448.142523	-2229.883404	-22420.100675
-16962.433382	-4444.064987	-21694.753568
-17580.490161	-6536.847462	-20647.109105
-18277.557321	-8474.088954	-19292.706441
-19023.901594	-10226.870034	-17651.649007
-19785.872269	-11772.386053	-15748.306419
-20527.106378	-13094.625979	-13610.952343
-21209.836359	-14184.814128	-11271.343621
-21796.254046	-15041.599539	-8764.246930
-22249.882808	-15670.986593	-6126.920092
-22536.909313	-16086.009661	-3398.555886
-22627.427812	-16306.163575	-619.696787
-22496.552870	-16356.610369	2168.370378
-22125.361178	-16267.190650	4924.230619
-21501.629113	-16071.274840	7606.958418
-20620.339956	-15804.495158	10176.727347
-19483.942866	-15503.403377	12595.402445
-18102.354454	-15204.101936	14827.106437
-16492.702929	-14940.896815	16838.751327
-14678.823797	-14745.019746	18600.527523
-12690.524796	-14643.464724	20086.343396
-10562.645824	-14657.979731	21274.208919
-8333.946679	-14804.248979	22146.558000
-6045.861349	-15091.294265	22690.505020
-3741.162215	-15521.116298	22898.032081
-1462.580495	-16088.588434	22766.104481
748.569292	-16781.606461	22296.712956
2853.713229	-17581.489111	21496.842240
4818.244571	-18463.615289	20378.366522
6612.610666	-19398.275771	18957.873352
8213.222756	-20351.709651	17256.418580
9603.157353	-21287.289395	15299.215811
10772.625124	-22166.813168	13115.264800
11719.191216	-22951.859312	10736.924100
12447.739656	-23605.155636	8199.434067
12970.183300	-24091.915622	5540.397064
13304.929701	-24381.094701	2799.222408
13476.121771	-24446.522497	16.544137
13512.680029	-24267.871195	-2766.379906
13447.180149	-23831.425869	-5508.278773
13314.605375	-23130.629502	-8168.479876
13151.017737	-22166.383258	-10707.512144
12992.194934	-20947.091154	-13087.691843
12872.280953	-19488.447211	-15273.682343
12822.498053	-17812.972173	-17233.019472
12869.965608	-15949.315677	-18936.594573
13036.667580	-13931.347980	-20359.088069
13338.605169	-11797.072705	-21479.347062
13785.164729	-9587.398366	-22280.701293
14378.723440	-7344.811384	-22751.212741
15114.506948	-5111.996742	-22883.855094
15980.704271	-2930.454311	-22676.620346
16958.836281	-839.159044	-22132.550835
18024.365100	1126.688327	-21259.696141
19147.523296	2936.776500	-20070.995331
20294.333944	4566.625902	-18584.086187
21427.785897	5998.325240	-16821.044082
22509.123037	7221.036704	-14808.054306
